S1,S2,S3,I1,I2,
0.08381838367595414,0.45100865717684707,0.4651729591471988,13.813545754712447,13.530259715305412,
0.04905869357400474,0.5761882977793246,0.3747530086466707,13.25694315072666,17.285648933379736,
0.0403042924300296,0.4951730283453171,0.46452267922465323,14.242183867946236,14.855190850359513,
0.004539302398651381,0.47572925603847654,0.5197314415628721,15.151921391642208,14.271877681154296,
0.0423445032912731,0.49134850258014356,0.46630699412858334,14.239624908373102,14.740455077404308,
0.030520904864801253,0.4733063772313197,0.49617271790387907,14.65651813039078,14.19919131693959,
0.06945316365411087,0.5275658979879566,0.4029809383579326,13.335277747038218,15.826976939638698,
0.12117092328400565,0.49417033119508347,0.3846587455209108,12.63487822236905,14.825109935852504,
0.023500140954654372,0.6024990046995923,0.3740008543457534,13.50500713391099,18.07497014098777,
0.012502890948615002,0.5500688533474714,0.43742825570391364,14.249253647552987,16.50206560042414,
0.0007795700785486089,0.5054931258012808,0.4937273041201705,14.92947734041622,15.164793774038424,
0.009266274635871494,0.5641098091102789,0.4266239162538497,14.173576416179783,16.923294273308365,
0.028938372146435545,0.49607516294710025,0.4749864649064642,14.460480927600287,14.882254888413007,
0.002375046150146232,0.4632674535844322,0.5343575002654216,15.319824541152755,13.898023607532966,
0.025616605868065377,0.5519900620083572,0.42239333212357744,13.967767262555121,16.559701860250716,
0.025300611906007648,0.5599896371997481,0.4147097508942442,13.894091389882366,16.799689115992443,
0.01565597216348726,0.47311468130270934,0.5112293465338035,14.955733743703163,14.19344043908128,
0.01613082228796448,0.4963231632502318,0.48754601446180373,14.714151921738392,14.889694897506955,
0.03438885382545326,0.4816053581057342,0.48400578806881267,14.496169342433596,14.448160743172025,
0.011159002577387092,0.5127273055002959,0.4761136919223171,14.649546893449301,15.381819165008876,
0.0007735015822659326,0.5686862735390736,0.4305402248786604,14.297667232963944,17.06058820617221,
0.03605695269559883,0.5443102907241095,0.41963275658029153,13.835758038846926,16.329308721723287,
0.08710152850365722,0.4810168729490131,0.43188159854732966,13.447800700436723,14.430506188470392,
0.018218893740774688,0.44793121910295647,0.5338498871562689,15.156309934154944,13.437936573088693,
0.018437031957082975,0.5850675999107423,0.3964953681321746,13.780583361750915,17.55202799732227,
0.017483706780398633,0.5451047892066656,0.43741150401293577,14.19927797232537,16.35314367619997,
0.02789974202458588,0.47799073036219836,0.4941095276132157,14.662097855886298,14.33972191086595,
0.0880211539329234,0.4912616951933365,0.4207171508737401,13.326959969408168,14.737850855800096,
0.02638798793046478,0.567228502963984,0.40638350910555116,13.799955211750863,17.01685508891952,
0.025748457620070945,0.47360797204533617,0.5006435703345927,14.748951127145215,14.208239161360085,
0.03199968680982442,0.5197134466243133,0.44828686656586236,14.16287179756038,15.5914033987294,
0.07166390616138783,0.4696473655431728,0.4586887282954394,13.870248221340518,14.089420966295185,
0.03628512927657231,0.5226497999895816,0.4410650707338462,14.04779941457274,15.679493999687448,
