group,mean_S1,median_S1,stdev_S1,CI68_lowS1,CI68_upS1,CI95_lowS1,CI95_upS1,mean_S2,median_S2,stdev_S2,CI68_lowS2,CI68_upS2,CI95_lowS2,CI95_upS2,mean_S3,median_S3,stdev_S3,CI68_lowS3,CI68_upS3,CI95_lowS3,CI95_upS3,
1,0.040177,0.034389,0.029682,0.010100,0.074300,0.001200,0.109400,0.510092,0.506761,0.044665,0.465200,0.557200,0.426200,0.602300,0.449730,0.447995,0.048555,0.404000,0.496900,0.352600,0.543200,
