NAR,AOX,ORG,d18O,d15N,
0.2686507111626142,0.05522761358385622,0.6761216752535295,14.66575511483966,2.9199784804478863,
0.5616071297467731,0.04096270352005032,0.3974301667331765,10.593660896519852,-3.1066346103463807,
0.49785495916599454,0.08917560268976754,0.41296943814423803,11.479816067592676,0.2167006313093336,
0.18405471009887275,0.03555033307779412,0.780394956823333,15.841639529625665,3.598938189450359,
0.06434385770151979,0.018996691566067744,0.9166594507324125,17.505620377948876,5.063325462138658,
0.6174927570159607,0.0238280523157302,0.3586791906683091,9.816850677478145,-4.89913559581211,
0.6697220144170245,0.17279768034099183,0.15748030524198378,9.09086399960336,0.7838914779349853,
0.2553471821740608,0.05287963593876343,0.6917731818871758,14.850674167780555,3.060043610866131,
0.5565969443059656,0.1750090200089755,0.268394035685059,10.66330247414708,2.9640185171705413,
0.5587164055634183,0.12494568952244767,0.3163379049141342,10.633841962668487,0.69219589033427,
0.37492722586453886,0.02754595174005262,0.5975268223954086,13.18851156048291,-0.27011150830116826,
0.5198802736828833,0.2627667472934149,0.21735297902370185,11.173664195807923,7.5535998935212545,
0.22301561001617248,0.13992625048948767,0.63705813949434,15.300083020775205,7.537223547533578,
0.4458911271518382,0.004172045135743358,0.5499368277124185,12.202113332589448,-2.618323526539669,
0.5821717333433938,0.21152656403802722,0.20630170261857886,10.307812906526824,4.122124862577568,
0.42933883287087127,0.06183244726416734,0.5088287198649615,12.43219022309489,0.2578926231578329,
0.4468373087191376,0.0718265326587347,0.48133615862212764,12.188961408803987,0.3816568761474355,
0.5805545445936091,0.06682784830713366,0.35261760709925705,10.330291830148829,-2.3016815860242463,
0.6114148616414562,0.027751200717173685,0.36083393764137006,9.901333423183758,-4.612329902216849,
0.18791591038438363,0.04235458003999777,0.7697295095756186,15.787968845657067,3.8313615187112413,
0.3469981767301612,0.13812106208621908,0.5148807611836197,13.576725343450759,5.175432917210404,
0.8074482143650797,0.12545682354501184,0.06709496208990844,7.176469820325391,-3.8616728142099386,
0.41306480443481025,0.05652122241047335,0.5304139731547164,12.658399218356136,0.3204541179066034,
0.48102158894457225,0.06544370032594266,0.45353471072948504,11.713799913670444,-0.5320082020430865,
0.5936581748628571,0.0693385429318506,0.3370032822052923,10.148151369406285,-2.4308114027160337,
0.6570892527035169,0.14762726191867817,0.1952834853778049,9.266459387421115,-0.10626636817166468,
0.36516069069733215,0.028216696724535844,0.6066226125781321,13.324266399307083,-0.060492034916611814,
0.4502716057844154,0.11058011156847027,0.4391482826471145,12.141224679596627,2.0468754295205316,
0.4277128777860219,0.16235337564495197,0.4099337465690262,12.454790998774296,4.771043602502055,
0.20524674098117562,0.03942588044252369,0.7553273785763005,15.547070300361655,3.3818542336829243,
0.4870554496147691,0.1392984735358949,0.3736460768493361,11.62992925035471,2.6508916467891614,
0.7238646131242646,0.08788490084433191,0.1882504860314034,8.33828187757272,-3.9994423038292677,
0.6586521220178132,0.07600112030894296,0.26534675767324384,9.244735503952395,-3.329549079348906,
0.5649546379732874,0.06589272634540319,0.36915263568130946,10.547130532171305,-2.0563497437035054,
0.6697700710877812,0.15938579825238866,0.17084413065982998,9.090196011879836,0.18483729404136007,
0.7630130318839785,0.12181374731907894,0.1151732207969425,7.794118856812698,-3.206546656234284,
0.4190233441769381,0.0711576955615003,0.5098189602615616,12.575575515940558,0.863603689187252,
0.6552865638097997,0.21582872052560007,0.12888471566460022,9.291516763043784,2.968688161341449,
0.3363785910516747,0.09014942356597733,0.5734719853823479,13.72433758438172,3.2312982156917736,
0.4270026212850169,0.09299455176709993,0.48000282694788304,12.464663564138261,1.6907087771683451,
0.5715343225374226,0.12131866876982933,0.3071470086927483,10.45567291672983,0.294581092445813,
0.5620759261519623,0.1485041606650921,0.28941991318294563,10.587144626487724,1.6810885244670002,
0.27226351526999387,0.030342097774445912,0.6973943869555602,14.615537137747083,1.7436088797724008,
0.5284114709284896,0.2284185847888468,0.24316994428266359,11.055080554093994,5.864697816498359,
0.6627082205209524,0.0029896564397000392,0.3343021230393476,9.188355734758762,-6.6604925803749016,
