NAR,AOX,ORG,d18O,d15N,
0.8997727206317793,0.05308856167198903,0.04713871769623169,9.569869387413702,1.2119317909459735,
0.9401574044138816,0.04998608547068595,0.00985651011543243,9.148859058985282,0.33048317077717293,
0.9805398958128609,0.0032511957287462323,0.016208908458392724,8.727871586150924,-2.49693075345456,
0.871920818144149,0.08844141103780273,0.03963777081804839,9.860225470847249,3.3011438784336615,
0.8603363028333008,0.04820485932907629,0.09145883783762289,9.98099404296284,1.719748753944069,
0.8232778512301707,0.006964097949951673,0.1697580508198775,10.36732840092547,0.5622863059327017,
0.8479358487926744,0.021019090564559546,0.13104506064276603,10.110268776336369,0.7354318213941475,
0.9358206088019554,0.036442411354333695,0.027736979843710832,9.194070153239615,-0.1937676555526977,
0.6122723022399551,0.06382006760639151,0.3239076301536533,12.567061249148468,6.980564654029887,
0.76004728715266,0.028989570060526305,0.21096314278681366,11.02650703143352,2.7080647410905296,
0.6999032412544274,0.02226696036169014,0.27782979838388233,11.653508709922592,3.514886793049916,
0.8878215423209638,0.017154815799772998,0.09502364187926342,9.694460421303955,-0.17081159403585566,
0.8248132895439357,0.0030763913942812872,0.17211031906178292,10.35132145650447,0.3606425285765269,
0.8160581704367176,0.018614380656377237,0.16532744890690526,10.44259357319722,1.2147310412388226,
0.7256377842693796,0.028447782293416476,0.2459144334372039,11.385226098991717,3.3170358597297884,
0.8110140862528006,0.07059318209787072,0.11839273164932876,10.495178150814555,3.6257967345135036,
0.9049224195049643,0.044919642906839134,0.0501579375881965,9.516183776660746,0.7528435547536816,
0.7589357437656812,0.0722909230709271,0.1687733331633918,11.038094871242775,4.659757483674816,
0.8075507032737694,0.18249698456334332,0.009952312162887214,10.531283918370953,8.680432571287755,
0.64374676721417,0.04749233858243359,0.3087608942033963,12.238939951792277,5.673217784035811,
0.67273270221665,0.01426942014194071,0.31299787764140924,11.936761579391424,3.658134417544196,
0.7300077547514372,0.06387703411153278,0.2061152111370301,11.339669156716269,4.816773033947918,
0.7589406801108014,0.021244409652219954,0.21981491023697877,11.038043409844898,2.382992156450266,
0.864499102252167,0.07302485181246987,0.062476045935363225,9.937596859021161,2.750124909396283,
0.6624715480038817,0.04227457993140996,0.29525387206470843,12.043734112059536,5.095969781669461,
0.8321662719270789,0.0746186082872036,0.09321511978571756,10.274666615160204,3.4161305261510293,
0.8662305854828505,0.024446066327596813,0.10932334818955255,9.919546146341283,0.5516517853263689,
0.9118984476178609,0.022921356951160935,0.06518019543097814,9.4434586835838,-0.3566389161468635,
0.7976757394141393,0.04969097697475126,0.1526332836111094,10.634230416607599,2.9389839678537424,
0.8563174979780861,0.0013880588183961128,0.1422944432035178,10.022890083578453,-0.29433453949631705,
0.6041712396008418,0.000538916958260484,0.3952898434408975,12.65151482716122,4.307284887682927,
0.6259088026718913,0.003978608684586912,0.37011258864352176,12.424900732145533,4.060723978169776,
0.9213542585559106,0.06634895652428612,0.012296784919803402,9.344881854554634,1.4062451035544061,
0.8407466585458344,0.04647026027830097,0.11278308117586468,10.185216084659677,2.0028350911688717,
0.9534687612416572,0.01069923596071402,0.03583200279762878,9.010088164055723,-1.6666392829986485,
0.9529771206776241,0.014210223768929664,0.03281265555344623,9.015213516935768,-1.5010030403740195,
0.7915363663213801,0.06449382999114503,0.14396980368747478,10.69823338109961,3.7121556772916726,
0.7439148246530211,0.06518338142057717,0.1909017939264018,11.194687952992256,4.619146037742154,
0.9474770342918625,0.03004185309601279,0.022481112612124883,9.072551917507337,-0.6937107828880986,
0.8285581860494571,0.00707128040554112,0.1643705335450018,10.31228091043441,0.4699084827771234,
0.8663784658193142,0.028560698699406712,0.10506083548127906,9.91800449383365,0.7324433909181582,
0.7913581274172348,0.03096710105569693,0.1776747715270684,10.700091521675327,2.2201431626069628,
0.888422118138649,0.10855871487463975,0.0030191669867111427,9.688199418404583,3.8947517096577897,
0.7253913159414461,0.03732259294895356,0.23728609110960036,11.387795531310426,3.717387432200721,
0.8594017864146646,0.12759630663405092,0.013001906951284552,9.990736376627122,5.277802405848843,
0.933950046259392,0.0655986065382927,0.00045134720231538385,9.21357076774584,1.141017000435042,
0.7008544916446897,0.10532638681909894,0.1938191215362114,11.643591924604111,7.201834205869522,
0.7309182956178074,0.1466463393351482,0.1224353650470445,11.330176768184359,8.491530094979954,
0.5949744492587569,0.02896443477702297,0.3760611159642202,12.74739136647746,5.744283924694098,
0.7714155213483106,0.1647250740601525,0.06385940459153683,10.907993189943861,8.552692710273886,
0.895648128295715,0.09129735060427101,0.01305452110001398,9.612868262517171,2.991936276309329,
0.9783352749252552,0.016546179890677477,0.005118545184067301,8.750854758904214,-1.863409435500479,
