group,mean_S1,median_S1,stdev_S1,CI68_lowS1,CI68_upS1,CI95_lowS1,CI95_upS1,mean_S2,median_S2,stdev_S2,CI68_lowS2,CI68_upS2,CI95_lowS2,CI95_upS2,mean_S3,median_S3,stdev_S3,CI68_lowS3,CI68_upS3,CI95_lowS3,CI95_upS3,
1,0.337332,0.337685,0.074129,0.263700,0.414700,0.187100,0.484300,0.334835,0.334047,0.047176,0.286800,0.385200,0.240600,0.423000,0.327833,0.326914,0.074133,0.248500,0.406300,0.188300,0.469700,
