S1,S2,S3,I1,I2,
0.48462824408640737,0.27261109892376917,0.24276065698982338,7.58132412903416,8.178332967713075,
0.17674321109165186,0.4164796935128638,0.4067770953954844,12.300338843038325,12.494390805385914,
0.33141672665594896,0.28398129890486395,0.38460197443918703,10.53185247783238,8.519438967145918,
0.3840824125502789,0.3591737237693985,0.25674386368032265,8.726614511300436,10.775211713081955,
0.27813814439167633,0.3697547766287226,0.35210707897960103,10.739689345879246,11.092643298861677,
0.3785020356045871,0.3090672570061557,0.31243070738925727,9.339286717846703,9.272017710184672,
0.38043088264039066,0.2949316453521737,0.32463747200743553,9.442065893670447,8.847949360565211,
0.3459167946481887,0.33373721793672845,0.3203459874150828,9.74429192766894,10.012116538101854,
0.3631529705852916,0.3099805218993663,0.3268665075153422,9.637135369300506,9.29941565698099,
0.25114612945841736,0.3604799870358753,0.3883738835057074,11.3722775404729,10.81439961107626,
0.45570313908202237,0.33159433093295776,0.21270252998501996,7.569993909029977,9.947829927988733,
0.2756458837228329,0.2812127484737785,0.4431413678033885,11.674954840805555,8.436382454213355,
0.24778128238457295,0.38355415648671254,0.3686645611287145,11.208832787441416,11.506624694601376,
0.48050104755329537,0.33109563535591596,0.1884033170907888,7.0790226953749364,9.93286906067748,
0.3995136569917011,0.3700694905300824,0.2304168524782164,8.309031954865151,11.102084715902473,
0.28634459983597627,0.30055052196197596,0.4131048782020478,11.267602783660715,9.016515658859278,
0.26854685806182693,0.28517726117227293,0.4462758807659001,11.777290227040732,8.555317835168188,
0.4010023543848056,0.29606729008884775,0.3029303555263467,9.019280011415411,8.882018702665432,
0.3048720893645383,0.34337724488591365,0.3517506657495482,10.4687857638501,10.30131734657741,
0.3881545787692109,0.30855267362743083,0.30329274760335817,9.151381688341472,9.256580208822925,
0.32565747044499227,0.4164978838348954,0.25784464572011223,9.3218717527512,12.494936515046861,
0.41314933184555075,0.2987563715288566,0.2880942966255927,8.74944964780042,8.962691145865698,
0.29151687833003165,0.29309390507553273,0.41538921659443556,11.23872338264404,8.792817152265982,
0.399875118959794,0.23496091124787774,0.36516396979232824,9.652888508325342,7.048827337436332,
0.442307728475186,0.32311059232266187,0.23458167920215212,7.922739507269661,9.693317769679856,
0.18721447860033624,0.3417343172560511,0.47105120414361257,12.838367255432761,10.252029517681532,
0.453742015920387,0.352053638011536,0.19420434606807707,7.404623301476901,10.56160914034608,
0.2562672103452538,0.3735853615025193,0.37014742815222695,11.138802178069731,11.20756084507558,
0.352072847910417,0.2937657800665989,0.354161372022984,10.020885241125669,8.812973401997969,
0.43579689494140744,0.32814595295541943,0.23605715210317332,8.002602571617661,9.844378588662583,
0.3049798564208135,0.3534590593358685,0.341561084243318,10.365812278225047,10.603771780076055,
0.4130060134013188,0.3761513948619904,0.21084259173669065,7.978365783353716,11.284541845859712,
0.27099302068957554,0.31965785519159934,0.4093491241188252,11.383561034292498,9.58973565574798,
0.2148355341374874,0.36393396663525196,0.4212304992272606,12.063949650897731,10.918018999057558,
0.3742204145186653,0.36758878923485555,0.2581907962464791,8.839703817278139,11.027663677045666,
0.46436024013799965,0.29675346095268923,0.2388862989093113,7.745260587713117,8.902603828580677,
0.45607073703981643,0.30121101709490383,0.24271824586527968,7.8664750882546315,9.036330512847115,
0.3665306662307796,0.29789389095383234,0.3355754428153882,9.690447765846088,8.93681672861497,
0.35501607772313254,0.3369643508620514,0.308019571414816,9.530034936916834,10.108930525861542,
0.3540655224464338,0.3578258066129994,0.28810867094056664,9.340431484941327,10.734774198389982,
0.3671312889742508,0.33266894186298407,0.30019976916276525,9.330684801885145,9.980068255889522,
0.33524669863310813,0.31788331869487413,0.34686998267201774,10.116232840389097,9.536499560846224,
